Title,Date,Creator and role,Department,Medium text statement,IRN,Image Filename,colour0,colour1,colour2,colour3,colour4,CSS_colour0,CSS_colour1,CSS_colour2,CSS_colour3,CSS_colour4
Winter,1978,"SCHLUNKE, David Hugh - ",Contemporary Australian Art,Oil,458,1-1618_001.jpg,#2d3433,#827a60,#424a43,#b1b0ad,#5e614d,darkslategray,dimgray,darkslategray,darkgray,dimgray
Paraboloid sculpture,"1928, printed 1950s","SCHMIDT, Joost - ",International Art,Gelatin silver photograph,7688,1999.101_001.jpg,#100b0d,#d9d5d2,#aba6a1,#726d68,#393430,black,lightgray,darkgray,dimgray,darkslategray
Geschichte (from 'Hommage à Arthur Köpcke' (Hommage to Arthur Kopcke) portfolio),1979,"SCHMIT, Tomas - ",Contemporary International Art,"Offset, hand-coloured",9701,1991.153.014_001.jpg,#d5d3d2,#505754,#979b98,#131a16,#20b67e,lightgray,darkslategray,darkgray,black,mediumseagreen
Ice naked skating (portfolio),"1972, published 1988","SCHNEEMANN, Carolee - Artist; McCALL, Anthony - Photographer",International Art,Photo-screenprint,11048,1995.331a-f_001_part a.jpg,#5c3b6e,#c7c4c5,#b7a8bc,#816092,#a188ac,darkslateblue,silver,darkgray,slategray,darkgray
Group of five eggs,1980,"SCHOENHEIMER, Joy - ",Contemporary Australian Art,"Hand-built Walker's white earthenware, burnished, sawdust smoked and fired in top-loading gas kiln to 900 degrees Celsius",1498,4-0541.001-5_001.jpg,#bdb3a7,#ecefe9,#766558,#9d9084,#dfe1db,darkgray,linen,dimgray,rosybrown,gainsboro
Girl reading,1927,"SCHWABE, Randolph - ",International Art,Pencil,14235,2-0373_001.jpg,#2f3d45,#36464e,#44535b,#222d34,#3d4c54,darkslategray,darkslategray,darkslategray,darkslategray,darkslategray
"Scotch Herring Boats, Whitby",,"SCHWABE, Randolph - ",International Art,Pen and brown and black ink and wash,12567,2-0154a_001.jpg,#c49c70,#8e6b4c,#6c503c,#cda67b,#ab865f,darkkhaki,sienna,darkolivegreen,tan,peru
(Landscape with tower and trees),,"SCHWABE, Randolph - ",International Art,Pencil,12568,2-0154b_001.jpg,#e9d2b3,#e0caac,#edd8bb,#edd5b7,#d1bb9d,wheat,wheat,wheat,wheat,tan
Hamburger boygroup,2000,"SCHWENSEN, Tony - ",Contemporary Australian Art,"VHS-C transferred to DVD: 25 minutes, colour, sound",52,2009.094_001_still.jpg,#9ca4a7,#514b3f,#888b89,#211b18,#767773,darkgray,darkolivegreen,gray,black,gray
Relaxed and comfortable - lamentation (after Mantegna),2008,"SCHWENSEN, Tony - ",Contemporary Australian Art,"DV transferred to DVD: 62 minutes, colour, silent",8293,2009.174_001_still.jpg,#4b463e,#150f0a,#38322c,#535952,#2b1c13,darkslategray,black,darkslategray,dimgray,black
Rocking in the free world - Neil Young's passport,2008,"SCHWENSEN, Tony - ",Contemporary Australian Art,"DV transferred to DVD: 62 minutes, colour, sound",11720,2009.175_001_still.jpg,#3c3c34,#9a998a,#cdcab7,#6d6c5b,#1a2017,darkslategray,rosybrown,silver,dimgray,black
Do you want a model for the next Archibald Prize competition?,1940s,"SCORFIELD, Ted - ",Australian Art,Pen and ink,11300,2-0846_001.jpg,#dbc6af,#281b14,#a98a6e,#625042,#e9d6c0,silver,black,rosybrown,darkolivegreen,wheat
Everyman to his trade - you should consult a plumber,1940s,"SCORFIELD, Ted - ",Australian Art,Pen and ink,10546,2-0849_001.jpg,#dcc3a8,#2d2119,#b69879,#84664e,#e8d3bc,tan,black,rosybrown,dimgray,wheat
Towards the left,1963,"SCOTT, William - ",International Art,Oil,1769,1-1401_001.jpg,#d7d5d1,#273b58,#7a765e,#343326,#ccc9c4,lightgray,darkslategray,dimgray,darkslategray,silver
"Banana plantations works, Ceylon",1890,"SCOWEN, Charles T. - ",Asian Art,Albumen photograph,9172,2010.262_001.jpg,#e6d9cc,#634b43,#8f776d,#38231d,#baa399,gainsboro,darkolivegreen,gray,darkslategray,rosybrown
Celebration after initiation (from 'Volatile alliances' 1995 portfolio),1995,"SEBEDI, Mmakgabo Helen - ",Contemporary International Art,Colour etching,3248,1998.055.034_001.jpg,#cbb39a,#51443c,#f3f2e7,#796152,#a48772,tan,darkslategray,linen,dimgray,rosybrown
"The Madonna, Christ and St John",c. mid-late 17th century,"SEGHERS, Circle of Gerard - ",International Art,Oil,10808,1-0112_001.jpg,#644032,#1c1613,#bd8f71,#85604c,#3f2820,darkolivegreen,black,rosybrown,dimgray,darkslategray
Netsuke:  (horned demon beating a Buddhist temple gong),19th century,"SEIFU,  - ",Asian Art,Carved ivory with rectangular red lacquer inset in base,2228,1985.028.033_001.jpg,#dddcdc,#b18f6a,#d7c5aa,#f9efd9,#6f492e,gainsboro,rosybrown,silver,antiquewhite,saddlebrown
"Shikishi:  (bamboo leaf, bird and snow flake)",c.1900-60,"SEIHO,  - ",Asian Art,Ink,11238,1990.221e_001.jpg,#ddbc90,#4b453b,#7f705c,#b09a7b,#ebdcc7,burlywood,darkslategray,dimgray,rosybrown,bisque
My cow (from 'Volatile alliances' 1995 portfolio),1994,"SEJAKE, Simon - ",Contemporary International Art,Colour woodcut,6110,1998.055.028_001.jpg,#3c2e24,#d39452,#201816,#806344,#e9c088,darkslategray,peru,black,sienna,burlywood
mid-air,2003,"SELIG, Sandra - ",Contemporary Australian Art,"Nylon thread, styrofoam",5055,GOMA_SugarSpin_installationview_20161128_nharth_017.jpg,#bab8b6,#e3e2e0,#7a7062,#cecdca,#a7a5a3,silver,gainsboro,dimgray,lightgray,darkgray
Untitled (from 'Webs from my garden' series),2004-05,"SELIG, Sandra - ",Contemporary Australian Art,Enamel on spider web with adhesive and sealant,14764,2005.218_002.jpg,#855b5d,#d9d7d5,#ad9090,#c9b7b5,#f1e2e0,dimgray,lightgray,rosybrown,silver,mistyrose
Untitled (from 'Webs from my garden' series),2004-05,"SELIG, Sandra - ",Contemporary Australian Art,Enamel on spider web with adhesive and sealant,14765,2005.219_001.jpg,#d4c4ba,#d9d6d2,#9f837a,#bea9a0,#edddd4,silver,lightgray,gray,darkgray,gainsboro
Untitled (from 'Webs from my garden' series),2004-05,"SELIG, Sandra - ",Contemporary Australian Art,Enamel on spider web with adhesive and sealant,14766,2005.220_001.jpg,#dad6d4,#845e5d,#ab908e,#cab5b2,#f4e3df,lightgray,dimgray,rosybrown,silver,mistyrose
Untitled (from 'Webs from my garden' series),2004-05,"SELIG, Sandra - ",Contemporary Australian Art,Enamel on spider web with adhesive and sealant,14767,2005.221_001.jpg,#cfc0be,#d9d5d2,#a28484,#eadddb,#bda8a6,silver,lightgray,rosybrown,gainsboro,darkgray
Untitled (from 'Webs from my garden' series),2004-05,"SELIG, Sandra - ",Contemporary Australian Art,Enamel on spider web with adhesive and sealant,14768,2005.222_002.jpg,#d9d7d7,#b5777b,#d5bdbf,#963439,#c6a0a3,gainsboro,rosybrown,silver,brown,rosybrown
Untitled (from 'Webs from my garden' series),2004-05,"SELIG, Sandra - ",Contemporary Australian Art,Enamel on spider web with adhesive and sealant,14769,2005.223_001.jpg,#d6d5d6,#beb9ba,#cdc8c9,#dad9d9,#e1ddde,lightgray,silver,lightgray,gainsboro,gainsboro
Untitled (from 'Webs from my garden' series),2004-05,"SELIG, Sandra - ",Contemporary Australian Art,Enamel on spider web with adhesive and sealant,14770,2005.224_001.jpg,#d8d8d8,#aea3a6,#8c7f83,#c9c2c4,#eae2e5,gainsboro,darkgray,gray,silver,gainsboro
Untitled (from 'Webs from my garden' series),2004-05,"SELIG, Sandra - ",Contemporary Australian Art,Enamel on spider web with adhesive and sealant,14771,2005.225_001.jpg,#c2b6b9,#ede4e6,#a69498,#806368,#d8d7d8,silver,linen,rosybrown,dimgray,gainsboro
Three pins,1981,"SELKIRK, David - ",Contemporary Australian Art,"Silver, gold and copper alloys",11182,4-0616.001-3_001.jpg,#f6f6f6,#746659,#cbc6b4,#a49c86,#483c44,whitesmoke,dimgray,silver,rosybrown,darkslategray
"(Untitled 1) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching,8658,1991.127.001_001.jpg,#f2eeeb,#6c685d,#221f15,#a9a59a,#e6e3dd,linen,dimgray,black,darkgray,gainsboro
"(Untitled 2) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,2411,1991.127.002_001.jpg,#d1cec5,#57544c,#9a968c,#1d1a14,#efebe7,lightgray,darkolivegreen,rosybrown,black,linen
"(Untitled 3) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,2921,1991.127.003_001.jpg,#44413b,#f1edea,#a29e95,#6c6960,#2d2925,darkslategray,linen,darkgray,dimgray,darkslategray
"(Untitled 4) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,3235,1991.127.004_001.jpg,#282421,#f1edea,#7f7c74,#514e47,#bbb7ae,black,linen,gray,darkslategray,silver
"(Untitled 5) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,11516,1991.127.005_001.jpg,#bab4ab,#44403b,#7b766e,#f1edea,#221e1d,darkgray,darkslategray,gray,linen,black
"(Untitled 6) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,11407,1991.127.006_001.jpg,#24201e,#f1edea,#807b73,#4e4944,#bfbab2,black,linen,gray,darkslategray,silver
"(Untitled 7) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,10786,1991.127.007_001.jpg,#eeeae7,#6e6a63,#cecac2,#423e38,#9e9a92,linen,dimgray,silver,darkslategray,darkgray
"(Untitled 8) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,1867,1991.127.008_001.jpg,#24211f,#efece8,#908d85,#cbc8c0,#534f4a,black,linen,gray,silver,darkslategray
"(Untitled 9) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,6079,1991.127.009_001.jpg,#f0ece9,#221e1c,#838079,#494641,#c7c4bc,linen,black,gray,darkslategray,silver
"(Untitled 10) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,6628,1991.127.010_001.jpg,#f0ece9,#7e7a72,#16120d,#b9b5ad,#47433c,linen,gray,black,darkgray,darkslategray
"(Untitled 11) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,251,1991.127.011_001.jpg,#c3bfb7,#25211e,#f1edea,#827f76,#423f3a,silver,black,linen,gray,darkslategray
"(Untitled 12) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,3048,1991.127.012_001.jpg,#f0ece9,#1b1817,#7d7a71,#bcb9b0,#4c4943,linen,black,gray,silver,darkslategray
"(Untitled 13) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,5654,1991.127.013_001.jpg,#f1ede9,#38342f,#b8b4aa,#1d1918,#6d6960,linen,darkslategray,darkgray,black,dimgray
"(Untitled 14) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,6665,1991.127.014_001.jpg,#2c2722,#cfcac1,#9f988f,#efebe8,#676259,darkslategray,silver,rosybrown,linen,dimgray
"(Untitled 15) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,7244,1991.127.015_001.jpg,#dad7d1,#231f1a,#636059,#f0ece9,#a19e97,lightgray,black,dimgray,linen,darkgray
"(Untitled 16) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,4391,1991.127.016_001.jpg,#221e1d,#f1ede9,#858077,#524e45,#b6b2a9,black,linen,gray,darkslategray,darkgray
"(Untitled 17) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,6653,1991.127.017_001.jpg,#a29e94,#1d1a1a,#f0ece8,#53504a,#c8c5bb,darkgray,black,linen,darkslategray,silver
"(Untitled 18) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,3117,1991.127.018_001.jpg,#23201d,#f1ede9,#716e66,#49463f,#afaca3,black,linen,dimgray,darkslategray,darkgray
"(Untitled 19) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,9506,1991.127.019_001.jpg,#c5c1b6,#221f1c,#f0ece9,#9d998d,#56534a,silver,black,linen,rosybrown,darkolivegreen
"(Untitled 20) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,1903,1991.127.020_001.jpg,#f0ece9,#504c45,#25211d,#aea9a1,#77736b,linen,darkslategray,black,darkgray,dimgray
"(Untitled 21) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,11750,1991.127.021_001.jpg,#1d1a1a,#f0ede9,#66635a,#9b988e,#434039,black,linen,dimgray,rosybrown,darkslategray
"(Untitled 22) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,2212,1991.127.022_001.jpg,#c0bab1,#231f1c,#efece8,#403c38,#dbd6cf,silver,black,linen,darkslategray,lightgray
"(Untitled 23) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,2814,1991.127.023_001.jpg,#f1ede9,#615e56,#a4a196,#36332d,#c9c5bb,linen,dimgray,darkgray,darkslategray,silver
"(Untitled 24) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,4102,1991.127.024_001.jpg,#f1edea,#44413c,#7e7b73,#b8b5ac,#1d1b1a,linen,darkslategray,gray,darkgray,black
"(Untitled 25) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,6955,1991.127.025_001.jpg,#f0ece9,#272321,#7b7873,#b2afaa,#484541,linen,black,gray,darkgray,darkslategray
"(Untitled 26) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,6242,1991.127.026_001.jpg,#201c1b,#f2eeea,#75726b,#44403b,#b5b1a9,black,linen,dimgray,darkslategray,darkgray
"(Untitled 27) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,197,1991.127.027_001.jpg,#201d1a,#eeebe6,#7e7b72,#bbb7ad,#49453f,black,linen,gray,silver,darkslategray
"(Untitled 28) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,6245,1991.127.028_001.jpg,#534f49,#bbb3aa,#f0ece9,#989189,#24201e,darkslategray,darkgray,linen,gray,black
"(Untitled 30) (from 'Night watch, a print cycle of thirty etchings' portfolio)",1990,"SELLBACH, Udo - ",Contemporary Australian Art,Etching and aquatint,9134,1991.127.030_001.jpg,#1d1914,#efebe7,#78756d,#b0ada4,#44413a,black,linen,dimgray,darkgray,darkslategray
Self portrait with pe'a (front view),"1995, printed 2004","SEMU, Greg - ",Pacific Art,Gelatin silver photograph,13604,2004.289_001.jpg,#434c4e,#959ca3,#6d7578,#e3e8ee,#121b1d,darkslategray,darkgray,dimgray,lavender,black
Self portrait with pe'a (back view),"1995, printed 2004","SEMU, Greg - ",Pacific Art,Gelatin silver photograph,2087,2004.290_001.jpg,#e6e9ed,#373d3c,#898b87,#0e1314,#636864,lavender,darkslategray,gray,black,dimgray
Self portrait with pe'a (side view),"1995, printed 2004","SEMU, Greg - ",Pacific Art,Gelatin silver photograph,2088,2004.291_001.jpg,#0c0f12,#8e8f92,#ececed,#5b5f61,#2d3132,black,lightslategray,whitesmoke,dimgray,darkslategray
Self portrait with pe'a (crucified),"1995, printed 2004","SEMU, Greg - ",Pacific Art,Gelatin silver photograph,2089,2004.292_001.jpg,#777d7f,#121b1d,#dde1e6,#4c5657,#2f383a,gray,black,gainsboro,darkslategray,darkslategray
Port Liardet (from 'Australian Legal Group' portfolio),1988,"SENBERGS, Jan - ",Contemporary Australian Art,Four colour screenprint,12240,1988.101.001_001.jpg,#e8e0db,#292323,#595252,#918b8d,#cabbb6,gainsboro,darkslategray,dimgray,gray,silver
News,1991,"SENBERGS, Jan - ",Contemporary Australian Art,Synthetic polymer paint,23562,2016.003_001.jpg,#bec4c3,#29282a,#2e7b9a,#5b5957,#86989b,silver,darkslategray,steelblue,dimgray,lightslategray
Untitled (from 'Family' portfolio),1994,"SENTHEYAL, Sri Gowrie - ",Contemporary Asian Art,Photo-screenprint,8721,1995.171.017_001.jpg,#e8e6e3,#5d5c5f,#a8a29f,#787575,#d7c7b8,gainsboro,dimgray,darkgray,gray,silver
Carnarvon collision (Big map),2006,"SERICO, Vincent - ",Indigenous Australian Art,Synthetic polymer paint,9669,2007.245_001.jpg,#52453d,#c8cac5,#7d7653,#467a9d,#a8a270,darkslategray,silver,dimgray,steelblue,darkkhaki
Cooktown gold miners I-IV,2007,"SERICO, Vincent - ",Indigenous Australian Art,Synthetic polymer paint,19,2007.246.001-004_001_part 1.jpg,#2e2d20,#decdb4,#2e4679,#7f503c,#cca041,darkslategray,wheat,darkslateblue,sienna,peru
Popo (from 'Bebellic' portfolio),2007,"SEULE, Sepa - ",Pacific Art,Screenprint,232,2008.098_001.jpg,#e5ce68,#fab419,#3e311e,#919f55,#ec584f,burlywood,orange,darkslategray,darkkhaki,tomato
Afokka and mango (Avocado and mango),2008,"SEULE, Sepa - ",Pacific Art,Screenprint,14192,2009.274_001.jpg,#e96901,#dddddb,#f2ca04,#4b5819,#a7aa05,chocolate,gainsboro,gold,darkolivegreen,darkgoldenrod
Wota melon (Watermelon),2006,"SEULE, Sepa - ",Pacific Art,Screenprint,14193,2009.275_001.jpg,#c8cfdc,#5c7526,#6b91de,#dc0c0c,#303920,lightgray,darkolivegreen,cornflowerblue,red,darkslategray
Breadfruit,2004-05,"SEULE, Sepa - ",Pacific Art,Screenprint,14194,2009.276_001.jpg,#2e392e,#d8dad6,#816e5f,#eade35,#0e4a83,darkslategray,gainsboro,dimgray,gold,midnightblue
Cabaret service,c.1850-70,"SÈVRES STYLE,  - ",International Art,Porcelain,15123,4-0079.001-6_001.jpg,#e8e8e7,#123080,#b6a38d,#d5d5d4,#996d41,lavender,midnightblue,rosybrown,lightgray,sienna
Pair of vases Hollandaises,c.1830,"SÈVRES STYLE,  - ",International Art,"Hard-paste porcelain shaped flared oval vases on pierced shaped base, the bleu celeste ground reserved and painted with lovers in a garden landscape and foliate bunches with gilt details.  Gilded insets",8606,1989.089.001a-b-002a-b_001.jpg,#d3d1d1,#288db1,#7a6954,#bea378,#e9e8e9,lightgray,steelblue,dimgray,darkkhaki,lavender
"Bandy candy (from 'Health, happiness and housing' series)","1997, printed 2007","SEYMOUR, Ava - ",Pacific Art,Digital colour photograph,15299,2007.071_001.jpg,#aaa1a3,#5c484a,#cec8c8,#8b7575,#240f1e,darkgray,darkolivegreen,lightgray,gray,black
"G.I. girls (from 'Health, happiness and housing' series)","1997, printed 2007","SEYMOUR, Ava - ",Pacific Art,Digital colour photograph,15300,2007.072_001.jpg,#d8d6d3,#0f2035,#3b4151,#b8aeae,#7c6f73,lightgray,midnightblue,darkslategray,darkgray,gray
"White wedding Invercargill (from 'Health, happiness and housing' series)","1997, printed 2007","SEYMOUR, Ava - ",Pacific Art,Digital colour photograph,15301,2007.073_001.jpg,#acbac0,#0f2b2d,#d8d8d6,#60848f,#295356,silver,darkslategray,lightgray,slategray,darkslategray
"House at Cannons Creek (from 'Health, happiness and housing' series)","1997, printed 2007","SEYMOUR, Ava - ",Pacific Art,Digital colour photograph,15302,2007.074_001.jpg,#d8d5d3,#664d43,#9c7d7a,#302526,#bdadac,lightgray,darkolivegreen,gray,darkslategray,darkgray
"[Schmetterling-34-2009] from 'Flowers, fruits & portraits' series",2009,"SHAHBAZI, Shirana - ",Contemporary Asian Art,Type C photograph,11010,2010.149_001.jpg,#cc7801,#0e1012,#03619d,#05305f,#584636,darkgoldenrod,black,teal,midnightblue,darkolivegreen
"[Schaedel-01-2007] from 'Flowers, fruits & portraits' series",2007,"SHAHBAZI, Shirana - ",Contemporary Asian Art,Type C photograph,9143,2010.150_001.jpg,#e56abc,#b7876f,#55392e,#caa99b,#ca2a7d,hotpink,rosybrown,darkolivegreen,tan,mediumvioletred
"[Mineral-05-2007] from 'Flowers, fruits & portraits' series",2007,"SHAHBAZI, Shirana - ",Contemporary Asian Art,Type C photograph,9098,2010.151_001.jpg,#379e5d,#c7c6c9,#105117,#128e3b,#8e988b,seagreen,silver,darkgreen,forestgreen,gray
"[Tulpe-01-2009] from 'Flowers, fruits & portraits' series",2009,"SHAHBAZI, Shirana - ",Contemporary Asian Art,Gelatin silver photograph,10901,2010.153_001.jpg,#dee1e2,#2b2b2b,#686868,#c7c8c8,#a3a3a3,gainsboro,darkslategray,dimgray,silver,darkgray
"[Stilleben-31-2009] from 'Flowers, fruits & portraits' series",2009,"SHAHBAZI, Shirana - ",Contemporary Asian Art,Type C photograph,9145,2010.155_001.jpg,#070a0d,#c8b683,#89671d,#cda01e,#3e3d19,black,tan,sienna,goldenrod,darkolivegreen
Still life: Coconut and other things,2009,"SHAHBAZI, Shirana - Artist; SHAGHAGHI, Sirous - Collaborating artist",Contemporary Asian Art,Synthetic polymer paint,5851,2010.285_002.jpg,#222220,#e2c4b0,#4d5b60,#aba62d,#d45b52,black,wheat,dimgray,yellowgreen,indianred
